Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP02_0080PE,Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.,,not required,"DP02_0080PM, DP02_0080PMA, DP02_0080PEA",0,float,DP02
DP02_0081E,Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county,,not required,"DP02_0081M, DP02_0081MA, DP02_0081EA",0,int,DP02
DP02_0081PE,Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Same county,,not required,"DP02_0081PM, DP02_0081PMA, DP02_0081PEA",0,float,DP02
DP02_0082E,Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county,,not required,"DP02_0082M, DP02_0082MA, DP02_0082EA",0,int,DP02
DP02_0082PE,Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county,,not required,"DP02_0082PM, DP02_0082PMA, DP02_0082PEA",0,float,DP02
DP02_0083E,Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state,,not required,"DP02_0083M, DP02_0083MA, DP02_0083EA",0,int,DP02
DP02_0083PE,Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Same state,,not required,"DP02_0083PM, DP02_0083PMA, DP02_0083PEA",0,float,DP02
DP02_0084E,Estimate!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state,,not required,"DP02_0084M, DP02_0084MA, DP02_0084EA",0,int,DP02
DP02_0084PE,Percent!!RESIDENCE 1 YEAR AGO!!Different house in the U.S.!!Different county!!Different state,,not required,"DP02_0084PM, DP02_0084PMA, DP02_0084PEA",0,float,DP02
DP02_0085E,Estimate!!RESIDENCE 1 YEAR AGO!!Abroad,,not required,"DP02_0085M, DP02_0085MA, DP02_0085EA",0,int,DP02
DP02_0085PE,Percent!!RESIDENCE 1 YEAR AGO!!Abroad,,not required,"DP02_0085PM, DP02_0085PMA, DP02_0085PEA",0,float,DP02
DP02_0086E,Estimate!!PLACE OF BIRTH!!Total population,,not required,"DP02_0086M, DP02_0086MA, DP02_0086EA",0,int,DP02
DP02_0086PE,Percent!!PLACE OF BIRTH!!Total population,,not required,"DP02_0086PM, DP02_0086PMA, DP02_0086PEA",0,int,DP02
DP02_0087E,Estimate!!PLACE OF BIRTH!!Native,,not required,"DP02_0087M, DP02_0087MA, DP02_0087EA",0,int,DP02
DP02_0087PE,Percent!!PLACE OF BIRTH!!Native,,not required,"DP02_0087PM, DP02_0087PMA, DP02_0087PEA",0,float,DP02
DP02_0088E,Estimate!!PLACE OF BIRTH!!Native!!Born in United States,,not required,"DP02_0088M, DP02_0088MA, DP02_0088EA",0,int,DP02
DP02_0088PE,Percent!!PLACE OF BIRTH!!Native!!Born in United States,,not required,"DP02_0088PM, DP02_0088PMA, DP02_0088PEA",0,float,DP02
DP02_0089E,Estimate!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence,,not required,"DP02_0089M, DP02_0089MA, DP02_0089EA",0,int,DP02
DP02_0089PE,Percent!!PLACE OF BIRTH!!Native!!Born in United States!!State of residence,,not required,"DP02_0089PM, DP02_0089PMA, DP02_0089PEA",0,float,DP02
DP02_0090E,Estimate!!PLACE OF BIRTH!!Native!!Born in United States!!Different state,,not required,"DP02_0090M, DP02_0090MA, DP02_0090EA",0,int,DP02
DP02_0090PE,Percent!!PLACE OF BIRTH!!Native!!Born in United States!!Different state,,not required,"DP02_0090PM, DP02_0090PMA, DP02_0090PEA",0,float,DP02
DP02_0091E,"Estimate!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",,not required,"DP02_0091M, DP02_0091MA, DP02_0091EA",0,int,DP02
DP02_0091PE,"Percent!!PLACE OF BIRTH!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",,not required,"DP02_0091PM, DP02_0091PMA, DP02_0091PEA",0,float,DP02
DP02_0092E,Estimate!!PLACE OF BIRTH!!Foreign born,,not required,"DP02_0092M, DP02_0092MA, DP02_0092EA",0,int,DP02
DP02_0092PE,Percent!!PLACE OF BIRTH!!Foreign born,,not required,"DP02_0092PM, DP02_0092PMA, DP02_0092PEA",0,float,DP02
DP02_0093E,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,,not required,"DP02_0093M, DP02_0093MA, DP02_0093EA",0,int,DP02
DP02_0093PE,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population,,not required,"DP02_0093PM, DP02_0093PMA, DP02_0093PEA",0,int,DP02
DP02_0094E,Estimate!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen,,not required,"DP02_0094M, DP02_0094MA, DP02_0094EA",0,int,DP02
DP02_0094PE,Percent!!U.S. CITIZENSHIP STATUS!!Naturalized U.S. citizen,,not required,"DP02_0094PM, DP02_0094PMA, DP02_0094PEA",0,float,DP02
DP02_0095E,Estimate!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen,,not required,"DP02_0095M, DP02_0095MA, DP02_0095EA",0,int,DP02
DP02_0095PE,Percent!!U.S. CITIZENSHIP STATUS!!Not a U.S. citizen,,not required,"DP02_0095PM, DP02_0095PMA, DP02_0095PEA",0,float,DP02
DP02_0096E,Estimate!!YEAR OF ENTRY!!Population born outside the United States,,not required,"DP02_0096M, DP02_0096MA, DP02_0096EA",0,int,DP02
DP02_0096PE,Percent!!YEAR OF ENTRY!!Population born outside the United States,,not required,"DP02_0096PM, DP02_0096PMA, DP02_0096PEA",0,int,DP02
DP02_0097E,Estimate!!YEAR OF ENTRY!!Native,,not required,"DP02_0097M, DP02_0097MA, DP02_0097EA",0,int,DP02
DP02_0097PE,Percent!!YEAR OF ENTRY!!Native,,not required,"DP02_0097PM, DP02_0097PMA, DP02_0097PEA",0,int,DP02
DP02_0098E,Estimate!!YEAR OF ENTRY!!Entered 2000 or later,,not required,"DP02_0098M, DP02_0098MA, DP02_0098EA",0,int,DP02
DP02_0098PE,Percent!!YEAR OF ENTRY!!Entered 2000 or later,,not required,"DP02_0098PM, DP02_0098PMA, DP02_0098PEA",0,float,DP02
DP02_0099E,Estimate!!YEAR OF ENTRY!!Entered before 2000,,not required,"DP02_0099M, DP02_0099MA, DP02_0099EA",0,int,DP02
DP02_0099PE,Percent!!YEAR OF ENTRY!!Entered before 2000,,not required,"DP02_0099PM, DP02_0099PMA, DP02_0099PEA",0,float,DP02
DP02_0100E,Estimate!!YEAR OF ENTRY!!Foreign born,,not required,"DP02_0100M, DP02_0100MA, DP02_0100EA",0,int,DP02
DP02_0100PE,Percent!!YEAR OF ENTRY!!Foreign born,,not required,"DP02_0100PM, DP02_0100PMA, DP02_0100PEA",0,int,DP02
DP02_0101E,Estimate!!YEAR OF ENTRY!!Entered 2000 or later,,not required,"DP02_0101M, DP02_0101MA, DP02_0101EA",0,int,DP02
DP02_0101PE,Percent!!YEAR OF ENTRY!!Entered 2000 or later,,not required,"DP02_0101PM, DP02_0101PMA, DP02_0101PEA",0,float,DP02
DP02_0102E,Estimate!!YEAR OF ENTRY!!Entered before 2000,,not required,"DP02_0102M, DP02_0102MA, DP02_0102EA",0,int,DP02
DP02_0102PE,Percent!!YEAR OF ENTRY!!Entered before 2000,,not required,"DP02_0102PM, DP02_0102PMA, DP02_0102PEA",0,float,DP02
DP02_0103E,"Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",,not required,"DP02_0103M, DP02_0103MA, DP02_0103EA",0,int,DP02
DP02_0103PE,"Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",,not required,"DP02_0103PM, DP02_0103PMA, DP02_0103PEA",0,int,DP02
DP02_0104E,Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe,,not required,"DP02_0104M, DP02_0104MA, DP02_0104EA",0,int,DP02
DP02_0104PE,Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Europe,,not required,"DP02_0104PM, DP02_0104PMA, DP02_0104PEA",0,float,DP02
DP02_0105E,Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia,,not required,"DP02_0105M, DP02_0105MA, DP02_0105EA",0,int,DP02
DP02_0105PE,Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Asia,,not required,"DP02_0105PM, DP02_0105PMA, DP02_0105PEA",0,float,DP02
DP02_0106E,Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa,,not required,"DP02_0106M, DP02_0106MA, DP02_0106EA",0,int,DP02
DP02_0106PE,Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Africa,,not required,"DP02_0106PM, DP02_0106PMA, DP02_0106PEA",0,float,DP02
DP02_0107E,Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania,,not required,"DP02_0107M, DP02_0107MA, DP02_0107EA",0,int,DP02
DP02_0107PE,Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Oceania,,not required,"DP02_0107PM, DP02_0107PMA, DP02_0107PEA",0,float,DP02
DP02_0108E,Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America,,not required,"DP02_0108M, DP02_0108MA, DP02_0108EA",0,int,DP02
DP02_0108PE,Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Latin America,,not required,"DP02_0108PM, DP02_0108PMA, DP02_0108PEA",0,float,DP02
DP02_0109E,Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America,,not required,"DP02_0109M, DP02_0109MA, DP02_0109EA",0,int,DP02
DP02_0109PE,Percent!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Northern America,,not required,"DP02_0109PM, DP02_0109PMA, DP02_0109PEA",0,float,DP02
DP02_0110E,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,,not required,"DP02_0110M, DP02_0110MA, DP02_0110EA",0,int,DP02
DP02_0110PE,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,,not required,"DP02_0110PM, DP02_0110PMA, DP02_0110PEA",0,int,DP02
DP02_0111E,Estimate!!LANGUAGE SPOKEN AT HOME!!English only,,not required,"DP02_0111M, DP02_0111MA, DP02_0111EA",0,int,DP02
DP02_0111PE,Percent!!LANGUAGE SPOKEN AT HOME!!English only,,not required,"DP02_0111PM, DP02_0111PMA, DP02_0111PEA",0,float,DP02
DP02_0112E,Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English,,not required,"DP02_0112M, DP02_0112MA, DP02_0112EA",0,int,DP02
DP02_0112PE,Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English,,not required,"DP02_0112PM, DP02_0112PMA, DP02_0112PEA",0,float,DP02
DP02_0113E,"Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than ""very well""",,not required,"DP02_0113M, DP02_0113MA, DP02_0113EA",0,int,DP02
DP02_0113PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Speak English less than ""very well""",,not required,"DP02_0113PM, DP02_0113PMA, DP02_0113PEA",0,float,DP02
DP02_0114E,Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish,,not required,"DP02_0114M, DP02_0114MA, DP02_0114EA",0,int,DP02
DP02_0114PE,Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish,,not required,"DP02_0114PM, DP02_0114PMA, DP02_0114PEA",0,float,DP02
DP02_0115E,"Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than ""very well""",,not required,"DP02_0115M, DP02_0115MA, DP02_0115EA",0,int,DP02
DP02_0115PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Spanish!!Speak English less than ""very well""",,not required,"DP02_0115PM, DP02_0115PMA, DP02_0115PEA",0,float,DP02
DP02_0116E,Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages,,not required,"DP02_0116M, DP02_0116MA, DP02_0116EA",0,int,DP02
DP02_0116PE,Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages,,not required,"DP02_0116PM, DP02_0116PMA, DP02_0116PEA",0,float,DP02
DP02_0117E,"Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than ""very well""",,not required,"DP02_0117M, DP02_0117MA, DP02_0117EA",0,int,DP02
DP02_0117PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other Indo-European languages!!Speak English less than ""very well""",,not required,"DP02_0117PM, DP02_0117PMA, DP02_0117PEA",0,float,DP02
DP02_0118E,Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages,,not required,"DP02_0118M, DP02_0118MA, DP02_0118EA",0,int,DP02
DP02_0118PE,Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages,,not required,"DP02_0118PM, DP02_0118PMA, DP02_0118PEA",0,float,DP02
DP02_0119E,"Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than ""very well""",,not required,"DP02_0119M, DP02_0119MA, DP02_0119EA",0,int,DP02
DP02_0119PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Asian and Pacific Islander languages!!Speak English less than ""very well""",,not required,"DP02_0119PM, DP02_0119PMA, DP02_0119PEA",0,float,DP02
DP02_0120E,Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages,,not required,"DP02_0120M, DP02_0120MA, DP02_0120EA",0,int,DP02
DP02_0120PE,Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages,,not required,"DP02_0120PM, DP02_0120PMA, DP02_0120PEA",0,float,DP02
DP02_0121E,"Estimate!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than ""very well""",,not required,"DP02_0121M, DP02_0121MA, DP02_0121EA",0,int,DP02
DP02_0121PE,"Percent!!LANGUAGE SPOKEN AT HOME!!Language other than English!!Other languages!!Speak English less than ""very well""",,not required,"DP02_0121PM, DP02_0121PMA, DP02_0121PEA",0,float,DP02
DP02_0122E,Estimate!!ANCESTRY!!Total population,,not required,"DP02_0122M, DP02_0122MA, DP02_0122EA",0,int,DP02
DP02_0122PE,Percent!!ANCESTRY!!Total population,,not required,"DP02_0122PM, DP02_0122PMA, DP02_0122PEA",0,int,DP02
DP02_0123E,Estimate!!ANCESTRY!!American,,not required,"DP02_0123M, DP02_0123MA, DP02_0123EA",0,int,DP02
DP02_0123PE,Percent!!ANCESTRY!!American,,not required,"DP02_0123PM, DP02_0123PMA, DP02_0123PEA",0,float,DP02
DP02_0124E,Estimate!!ANCESTRY!!Arab,,not required,"DP02_0124M, DP02_0124MA, DP02_0124EA",0,int,DP02
DP02_0124PE,Percent!!ANCESTRY!!Arab,,not required,"DP02_0124PM, DP02_0124PMA, DP02_0124PEA",0,float,DP02
DP02_0125E,Estimate!!ANCESTRY!!Czech,,not required,"DP02_0125M, DP02_0125MA, DP02_0125EA",0,int,DP02
DP02_0125PE,Percent!!ANCESTRY!!Czech,,not required,"DP02_0125PM, DP02_0125PMA, DP02_0125PEA",0,float,DP02
DP02_0126E,Estimate!!ANCESTRY!!Danish,,not required,"DP02_0126M, DP02_0126MA, DP02_0126EA",0,int,DP02
DP02_0126PE,Percent!!ANCESTRY!!Danish,,not required,"DP02_0126PM, DP02_0126PMA, DP02_0126PEA",0,float,DP02
DP02_0127E,Estimate!!ANCESTRY!!Dutch,,not required,"DP02_0127M, DP02_0127MA, DP02_0127EA",0,int,DP02
DP02_0127PE,Percent!!ANCESTRY!!Dutch,,not required,"DP02_0127PM, DP02_0127PMA, DP02_0127PEA",0,float,DP02
DP02_0128E,Estimate!!ANCESTRY!!English,,not required,"DP02_0128M, DP02_0128MA, DP02_0128EA",0,int,DP02
DP02_0128PE,Percent!!ANCESTRY!!English,,not required,"DP02_0128PM, DP02_0128PMA, DP02_0128PEA",0,float,DP02
DP02_0129E,Estimate!!ANCESTRY!!French (except Basque),,not required,"DP02_0129M, DP02_0129MA, DP02_0129EA",0,int,DP02
DP02_0129PE,Percent!!ANCESTRY!!French (except Basque),,not required,"DP02_0129PM, DP02_0129PMA, DP02_0129PEA",0,float,DP02
DP02_0130E,Estimate!!ANCESTRY!!French Canadian,,not required,"DP02_0130M, DP02_0130MA, DP02_0130EA",0,int,DP02
DP02_0130PE,Percent!!ANCESTRY!!French Canadian,,not required,"DP02_0130PM, DP02_0130PMA, DP02_0130PEA",0,float,DP02
DP02_0131E,Estimate!!ANCESTRY!!German,,not required,"DP02_0131M, DP02_0131MA, DP02_0131EA",0,int,DP02
DP02_0131PE,Percent!!ANCESTRY!!German,,not required,"DP02_0131PM, DP02_0131PMA, DP02_0131PEA",0,float,DP02
DP02_0132E,Estimate!!ANCESTRY!!Greek,,not required,"DP02_0132M, DP02_0132MA, DP02_0132EA",0,int,DP02
DP02_0132PE,Percent!!ANCESTRY!!Greek,,not required,"DP02_0132PM, DP02_0132PMA, DP02_0132PEA",0,float,DP02
DP02_0133E,Estimate!!ANCESTRY!!Hungarian,,not required,"DP02_0133M, DP02_0133MA, DP02_0133EA",0,int,DP02
DP02_0133PE,Percent!!ANCESTRY!!Hungarian,,not required,"DP02_0133PM, DP02_0133PMA, DP02_0133PEA",0,float,DP02
DP02_0134E,Estimate!!ANCESTRY!!Irish,,not required,"DP02_0134M, DP02_0134MA, DP02_0134EA",0,int,DP02
DP02_0134PE,Percent!!ANCESTRY!!Irish,,not required,"DP02_0134PM, DP02_0134PMA, DP02_0134PEA",0,float,DP02
DP02_0135E,Estimate!!ANCESTRY!!Italian,,not required,"DP02_0135M, DP02_0135MA, DP02_0135EA",0,int,DP02
DP02_0135PE,Percent!!ANCESTRY!!Italian,,not required,"DP02_0135PM, DP02_0135PMA, DP02_0135PEA",0,float,DP02
DP02_0136E,Estimate!!ANCESTRY!!Lithuanian,,not required,"DP02_0136M, DP02_0136MA, DP02_0136EA",0,int,DP02
DP02_0136PE,Percent!!ANCESTRY!!Lithuanian,,not required,"DP02_0136PM, DP02_0136PMA, DP02_0136PEA",0,float,DP02
DP02_0137E,Estimate!!ANCESTRY!!Norwegian,,not required,"DP02_0137M, DP02_0137MA, DP02_0137EA",0,int,DP02
DP02_0137PE,Percent!!ANCESTRY!!Norwegian,,not required,"DP02_0137PM, DP02_0137PMA, DP02_0137PEA",0,float,DP02
DP02_0138E,Estimate!!ANCESTRY!!Polish,,not required,"DP02_0138M, DP02_0138MA, DP02_0138EA",0,int,DP02
DP02_0138PE,Percent!!ANCESTRY!!Polish,,not required,"DP02_0138PM, DP02_0138PMA, DP02_0138PEA",0,float,DP02
DP02_0139E,Estimate!!ANCESTRY!!Portuguese,,not required,"DP02_0139M, DP02_0139MA, DP02_0139EA",0,int,DP02
DP02_0139PE,Percent!!ANCESTRY!!Portuguese,,not required,"DP02_0139PM, DP02_0139PMA, DP02_0139PEA",0,float,DP02
DP02_0140E,Estimate!!ANCESTRY!!Russian,,not required,"DP02_0140M, DP02_0140MA, DP02_0140EA",0,int,DP02
DP02_0140PE,Percent!!ANCESTRY!!Russian,,not required,"DP02_0140PM, DP02_0140PMA, DP02_0140PEA",0,float,DP02
DP02_0141E,Estimate!!ANCESTRY!!Scotch-Irish,,not required,"DP02_0141M, DP02_0141MA, DP02_0141EA",0,int,DP02
DP02_0141PE,Percent!!ANCESTRY!!Scotch-Irish,,not required,"DP02_0141PM, DP02_0141PMA, DP02_0141PEA",0,float,DP02
DP02_0142E,Estimate!!ANCESTRY!!Scottish,,not required,"DP02_0142M, DP02_0142MA, DP02_0142EA",0,int,DP02
DP02_0142PE,Percent!!ANCESTRY!!Scottish,,not required,"DP02_0142PM, DP02_0142PMA, DP02_0142PEA",0,float,DP02
DP02_0143E,Estimate!!ANCESTRY!!Slovak,,not required,"DP02_0143M, DP02_0143MA, DP02_0143EA",0,int,DP02
DP02_0143PE,Percent!!ANCESTRY!!Slovak,,not required,"DP02_0143PM, DP02_0143PMA, DP02_0143PEA",0,float,DP02
DP02_0144E,Estimate!!ANCESTRY!!Subsaharan African,,not required,"DP02_0144M, DP02_0144MA, DP02_0144EA",0,int,DP02
DP02_0144PE,Percent!!ANCESTRY!!Subsaharan African,,not required,"DP02_0144PM, DP02_0144PMA, DP02_0144PEA",0,float,DP02
DP02_0145E,Estimate!!ANCESTRY!!Swedish,,not required,"DP02_0145M, DP02_0145MA, DP02_0145EA",0,int,DP02
DP02_0145PE,Percent!!ANCESTRY!!Swedish,,not required,"DP02_0145PM, DP02_0145PMA, DP02_0145PEA",0,float,DP02
DP02_0146E,Estimate!!ANCESTRY!!Swiss,,not required,"DP02_0146M, DP02_0146MA, DP02_0146EA",0,int,DP02
DP02_0146PE,Percent!!ANCESTRY!!Swiss,,not required,"DP02_0146PM, DP02_0146PMA, DP02_0146PEA",0,float,DP02
DP02_0147E,Estimate!!ANCESTRY!!Ukrainian,,not required,"DP02_0147M, DP02_0147MA, DP02_0147EA",0,int,DP02
DP02_0147PE,Percent!!ANCESTRY!!Ukrainian,,not required,"DP02_0147PM, DP02_0147PMA, DP02_0147PEA",0,float,DP02
DP02_0148E,Estimate!!ANCESTRY!!Welsh,,not required,"DP02_0148M, DP02_0148MA, DP02_0148EA",0,int,DP02
DP02_0148PE,Percent!!ANCESTRY!!Welsh,,not required,"DP02_0148PM, DP02_0148PMA, DP02_0148PEA",0,float,DP02
DP02_0149E,Estimate!!ANCESTRY!!West Indian (excluding Hispanic origin groups),,not required,"DP02_0149M, DP02_0149MA, DP02_0149EA",0,int,DP02
DP02_0149PE,Percent!!ANCESTRY!!West Indian (excluding Hispanic origin groups),,not required,"DP02_0149PM, DP02_0149PMA, DP02_0149PEA",0,float,DP02
DP02PR_0001E,Estimate!!HOUSEHOLDS BY TYPE!!Total households,,not required,"DP02PR_0001EA, DP02PR_0001M, DP02PR_0001MA",0,int,DP02PR
DP02PR_0001PE,Percent!!HOUSEHOLDS BY TYPE!!Total households,,not required,"DP02PR_0001PEA, DP02PR_0001PM, DP02PR_0001PMA",0,int,DP02PR
DP02PR_0002E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families),,not required,"DP02PR_0002EA, DP02PR_0002M, DP02PR_0002MA",0,int,DP02PR
DP02PR_0002PE,Percent!!HOUSEHOLDS BY TYPE!!Family households (families),,not required,"DP02PR_0002PEA, DP02PR_0002PM, DP02PR_0002PMA",0,float,DP02PR
DP02PR_0003E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years,,not required,"DP02PR_0003EA, DP02PR_0003M, DP02PR_0003MA",0,int,DP02PR
DP02PR_0003PE,Percent!!HOUSEHOLDS BY TYPE!!Family households (families)!!With own children under 18 years,,not required,"DP02PR_0003PEA, DP02PR_0003PM, DP02PR_0003PMA",0,float,DP02PR
DP02PR_0004E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family,,not required,"DP02PR_0004EA, DP02PR_0004M, DP02PR_0004MA",0,int,DP02PR
DP02PR_0004PE,Percent!!HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family,,not required,"DP02PR_0004PEA, DP02PR_0004PM, DP02PR_0004PMA",0,float,DP02PR
DP02PR_0005E,Estimate!!HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years,,not required,"DP02PR_0005EA, DP02PR_0005M, DP02PR_0005MA",0,int,DP02PR
DP02PR_0005PE,Percent!!HOUSEHOLDS BY TYPE!!Family households (families)!!Married-couple family!!With own children under 18 years,,not required,"DP02PR_0005PEA, DP02PR_0005PM, DP02PR_0005PMA",0,float,DP02PR
